Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1970","1970","%","36.35","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1971","1971","1000 ha","1887","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1971","1971","%","36.96","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1972","1972","1000 ha","1887","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1972","1972","%","36.96","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1973","1973","1000 ha","2048","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1973","1973","%","40.11","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1974","1974","1000 ha","2048","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1974","1974","%","40.11","A","Cifra oficial",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1975","1975","1000 ha","2122","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1975","1975","%","41.56","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1976","1976","1000 ha","2205","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1976","1976","%","43.18","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1977","1977","1000 ha","2287","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1977","1977","%","44.79","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1978","1978","1000 ha","2360","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1978","1978","%","46.22","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1979","1979","1000 ha","2443","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1979","1979","%","47.85","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1980","1980","1000 ha","2516","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1980","1980","%","49.28","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1981","1981","1000 ha","2599","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1981","1981","%","50.9","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1982","1982","1000 ha","2679","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1982","1982","%","52.47","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1983","1983","1000 ha","2682","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1983","1983","%","52.53","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1984","1984","1000 ha","2748","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1984","1984","%","53.82","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1985","1985","1000 ha","2681","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1985","1985","%","52.51","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1986","1986","1000 ha","2612","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1986","1986","%","51.16","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1987","1987","1000 ha","2539","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1987","1987","%","49.73","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1988","1988","1000 ha","2463","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1988","1988","%","48.24","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1989","1989","1000 ha","2378","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1989","1989","%","46.57","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1990","1990","1000 ha","2198.6","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1990","1990","%","43.06","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1991","1991","1000 ha","2203.618","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1991","1991","%","43.16","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1992","1992","1000 ha","2160","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1992","1992","%","42.3","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1993","1993","1000 ha","2113","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1993","1993","%","41.38","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1994","1994","1000 ha","2095","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1994","1994","%","41.03","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1995","1995","1000 ha","2048","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1995","1995","%","40.11","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1996","1996","1000 ha","1995","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1996","1996","%","39.07","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1997","1997","1000 ha","1953","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1997","1997","%","38.25","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1998","1998","1000 ha","1915","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1998","1998","%","37.5","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","1999","1999","1000 ha","1888","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","1999","1999","%","36.98","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2000","2000","1000 ha","1840","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2000","2000","%","36.04","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2001","2001","1000 ha","1833","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2001","2001","%","35.9","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2002","2002","1000 ha","1826","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2002","2002","%","35.76","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2003","2003","1000 ha","1829","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2003","2003","%","35.82","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2004","2004","1000 ha","1822","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2004","2004","%","35.68","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2005","2005","1000 ha","1805","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2005","2005","%","35.35","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2006","2006","1000 ha","1815","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2006","2006","%","35.55","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2007","2007","1000 ha","1800","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2007","2007","%","35.25","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2008","2008","1000 ha","1793","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2008","2008","%","35.12","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2009","2009","1000 ha","1816","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2009","2009","%","35.57","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2010","2010","1000 ha","1819","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2010","2010","%","35.62","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2011","2011","1000 ha","1819","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2011","2011","%","35.62","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2012","2012","1000 ha","1812","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2012","2012","%","35.49","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2013","2013","1000 ha","1801","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2013","2013","%","35.27","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2014","2014","1000 ha","1785","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2014","2014","%","34.96","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2015","2015","1000 ha","1791.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2015","2015","%","35.09","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2016","2016","1000 ha","1777","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2016","2016","%","34.8","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2017","2017","1000 ha","1781","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2017","2017","%","34.88","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2018","2018","1000 ha","1782.5","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2018","2018","%","34.91","E","Valor estimado",""
"RL","Uso de la tierra","188","Costa Rica","5110","Superficie","6610","Tierras agrícolas","2019","2019","1000 ha","1776","I","Valor imputado",""
"RL","Uso de la tierra","188","Costa Rica","7209","Proporción de superficie de tierra","6610","Tierras agrícolas","2019","2019","%","34.78","E","Valor estimado",""
