Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1972","1972","toneladas","197230","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1973","1973","toneladas","191540","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1974","1974","toneladas","180800","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1975","1975","toneladas","194020","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1976","1976","toneladas","187900","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1977","1977","toneladas","211740","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1978","1978","toneladas","207980","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1979","1979","toneladas","211505","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1980","1980","toneladas","191000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1981","1981","toneladas","195000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1982","1982","toneladas","181550","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1983","1983","toneladas","192875","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1984","1984","toneladas","241329","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1985","1985","toneladas","218312","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1986","1986","toneladas","238683","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1987","1987","toneladas","217116","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1988","1988","toneladas","225457","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1989","1989","toneladas","224529","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1990","1990","toneladas","230184","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1991","1991","toneladas","258817","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1992","1992","toneladas","283772","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1993","1993","toneladas","299930","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1994","1994","toneladas","319315","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1995","1995","toneladas","331000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1996","1996","toneladas","332000","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1997","1997","toneladas","313000","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1998","1998","toneladas","376070","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","1999","1999","toneladas","379000","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2000","2000","toneladas","366000","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2001","2001","toneladas","376166","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2002","2002","toneladas","376084","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2003","2003","toneladas","413370","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2004","2004","toneladas","404576","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2005","2005","toneladas","382825","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2006","2006","toneladas","417439","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2007","2007","toneladas","395862.56","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2008","2008","toneladas","365528.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2009","2009","toneladas","363074","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2010","2010","toneladas","360503","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2011","2011","toneladas","353502","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2012","2012","toneladas","419536","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2013","2013","toneladas","458387","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2014","2014","toneladas","481494","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2015","2015","toneladas","434997","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2016","2016","toneladas","445988","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2017","2017","toneladas","452160","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2018","2018","toneladas","431109","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2019","2019","toneladas","442187","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2020","2020","toneladas","440393","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","2351f","Azúcar de caña o de remolacha en bruto (solo centrifugada)","2021","2021","toneladas","425178","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1961","1961","ha","21200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1961","1961","100 g/ha","504586","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01802","Azucar, caña","1961","1961","toneladas","1069722","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1962","1962","ha","21500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1962","1962","100 g/ha","505040","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01802","Azucar, caña","1962","1962","toneladas","1085835","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1963","1963","ha","24700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1963","1963","100 g/ha","509359","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01802","Azucar, caña","1963","1963","toneladas","1258117","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1964","1964","ha","25800","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1964","1964","100 g/ha","515644","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01802","Azucar, caña","1964","1964","toneladas","1330361","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1965","1965","ha","26700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1965","1965","100 g/ha","523278","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01802","Azucar, caña","1965","1965","toneladas","1397153","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1966","1966","ha","31600","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1966","1966","100 g/ha","526722","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01802","Azucar, caña","1966","1966","toneladas","1664443","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1967","1967","ha","30600","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1967","1967","100 g/ha","537643","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01802","Azucar, caña","1967","1967","toneladas","1645187","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1968","1968","ha","32000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1968","1968","100 g/ha","539597","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5510","Producción","01802","Azucar, caña","1968","1968","toneladas","1726711","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5312","Área cosechada","01802","Azucar, caña","1969","1969","ha","33300","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","188","Costa Rica","5419","Rendimiento","01802","Azucar, caña","1969","1969","100 g/ha","538205","A","Cifra oficial",""
